1.0.169.49: 23969, TOT Public Company Limited
201.184.65.178: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.83.210: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.83.99: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.84.150: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.87.162: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.184.95.75: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.194.194.88: 11830, Instituto Costarricense de Electricidad y Telecom.
201.196.26.218: 11830, Instituto Costarricense de Electricidad y Telecom.
201.199.201.196: 11830, Instituto Costarricense de Electricidad y Telecom.
201.20.108.78: 28598, DB3 SERVICOS DE TELECOMUNICACOES S.A
201.20.92.37: 28598, DB3 SERVICOS DE TELECOMUNICACOES S.A
201.20.98.195: 28598, DB3 SERVICOS DE TELECOMUNICACOES S.A
201.206.193.162: 11830, Instituto Costarricense de Electricidad y Telecom.
201.206.221.178: 11830, Instituto Costarricense de Electricidad y Telecom.
201.212.16.49: 7303, Telecom Argentina S.A.
201.212.176.26: 7303, Telecom Argentina S.A.
201.213.157.70: 7303, Telecom Argentina S.A.
201.216.12.142: 14080, Telmex Colombia S.A.
201.216.210.108: 16814, NSS S.A.
201.216.239.230: 16814, NSS S.A.
201.217.130.202: 6057, Administracion Nacional de Telecomunicaciones
201.217.157.69: 6057, Administracion Nacional de Telecomunicaciones
201.217.196.66: 18747, IFX18747
201.217.199.98: 18747, IFX18747
201.217.208.34: 18747, IFX18747
201.217.210.234: 18747, IFX18747
201.217.216.252: 18747, IFX18747
201.217.220.178: 18747, IFX18747
201.217.220.90: 18747, IFX18747
201.217.245.146: 52373, ECOM CHACO S.A.
201.217.246.180: 52373, ECOM CHACO S.A.
201.217.246.204: 52373, ECOM CHACO S.A.
201.218.172.120: 270135, Mario Guerra Figueroa
201.218.207.210: 21599, Cable Onda
201.218.217.106: 21599, Cable Onda
201.218.217.146: 21599, Cable Onda
201.218.219.235: 21599, Cable Onda
201.218.237.10: 21599, Cable Onda
201.218.243.2: 21599, Cable Onda
201.218.255.103: 21599, Cable Onda
201.219.8.194: 28006, CORPORACION NACIONAL DE TELECOMUNICACIONES - CNT EP
201.220.39.74: 14187, SENCINET LATAM COLOMBIA S.A.
201.221.225.8: 27928, Liberty Technologies Corp.
201.221.244.175: 27928, Liberty Technologies Corp.
201.221.252.250: 27928, Liberty Technologies Corp.
201.222.50.173: 28103, TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA T.E.I.S.A
201.222.51.110: 28103, TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA T.E.I.S.A
201.225.151.66: 11556, Cable & Wireless Panama
201.228.4.2: 3816, COLOMBIA TELECOMUNICACIONES S.A. ESP BIC
201.229.157.237: 6400, Compania Dominicana de Telefonos S. A.
201.229.157.95: 6400, Compania Dominicana de Telefonos S. A.
201.229.36.198: 11816, SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.
201.229.61.141: 11816, SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.
201.229.73.85: 11816, SERVICIO DI TELECOMUNICACION DI ARUBA SETAR N.V.
201.23.3.114: 272432, MAGAZINE LUIZA SA
201.23.3.50: 272432, MAGAZINE LUIZA SA
201.23.3.90: 272432, MAGAZINE LUIZA SA
201.23.68.130: Unknown
201.23.79.35: Unknown
201.23.86.50: Unknown
201.231.68.201: 7303, Telecom Argentina S.A.
201.235.249.243: 7303, Telecom Argentina S.A.
201.236.255.99: 13489, UNE EPM TELECOMUNICACIONES S.A.
201.24.3.81: 8167, V tal
201.244.95.210: 19429, Colombia
201.245.162.98: 19429, Colombia
201.245.201.190: 19429, Colombia
201.247.147.41: 14754, TELECOMUNICACIONES DE GUATEMALA, SOCIEDAD ANONIMA
201.28.203.250: 10429, TELEFONICA BRASIL S.A
201.28.67.2: 10429, TELEFONICA BRASIL S.A
201.38.219.210: 4230, CLARO S.A.
201.39.159.226: 4230, CLARO S.A.
201.46.28.159: 28669, America-NET Ltda.
201.47.191.67: 18881, TELEFONICA BRASIL S.A
201.48.12.17: 16735, ALGAR TELECOM SA
201.48.144.66: 16735, ALGAR TELECOM SA
201.48.222.122: 16735, ALGAR TELECOM SA
201.48.222.124: 16735, ALGAR TELECOM SA
201.48.222.226: 16735, ALGAR TELECOM SA
201.48.29.193: 16735, ALGAR TELECOM SA
201.48.29.194: 16735, ALGAR TELECOM SA
201.48.29.195: 16735, ALGAR TELECOM SA
201.48.29.200: 16735, ALGAR TELECOM SA
201.48.29.205: 16735, ALGAR TELECOM SA
201.48.54.33: 16735, ALGAR TELECOM SA
201.49.106.73: 16735, ALGAR TELECOM SA
201.49.181.225: 271466, UC Telecom Ltda
201.54.15.146: Unknown
201.55.126.91: 16735, ALGAR TELECOM SA
201.56.20.210: 4230, CLARO S.A.
201.59.218.66: 7738, V tal
201.6.114.229: 28573, Claro NXT Telecomunicacoes Ltda
201.6.255.110: 28573, Claro NXT Telecomunicacoes Ltda
201.6.98.19: 28573, Claro NXT Telecomunicacoes Ltda
201.63.17.236: 10429, TELEFONICA BRASIL S.A
201.63.29.58: 10429, TELEFONICA BRASIL S.A
201.63.37.130: 10429, TELEFONICA BRASIL S.A
201.64.158.34: 4230, CLARO S.A.
201.65.162.98: 4230, CLARO S.A.
201.65.92.19: 4230, CLARO S.A.
201.67.41.162: 8167, V tal
201.71.186.67: 28635, AVATO TECNOLOGIA S.A
201.73.179.162: 4230, CLARO S.A.
201.73.179.163: 4230, CLARO S.A.
201.73.179.165: 4230, CLARO S.A.
201.73.179.166: 4230, CLARO S.A.
201.73.43.3: 4230, CLARO S.A.
201.76.164.58: 17222, MUNDIVOX DO BRASIL LTDA
201.76.166.50: 17222, MUNDIVOX DO BRASIL LTDA
201.76.176.42: 17222, MUNDIVOX DO BRASIL LTDA
201.76.189.150: 17222, MUNDIVOX DO BRASIL LTDA
201.82.40.234: 28573, Claro NXT Telecomunicacoes Ltda
201.86.117.242: 18881, TELEFONICA BRASIL S.A
201.90.164.194: 4230, CLARO S.A.
201.91.194.162: 10429, TELEFONICA BRASIL S.A
201.91.194.164: 10429, TELEFONICA BRASIL S.A
201.91.248.211: 10429, TELEFONICA BRASIL S.A
201.93.162.26: 27699, TELEFONICA BRASIL S.A
201.96.125.233: 8151, UNINET
201.96.127.18: 8151, UNINET
202.126.193.90: 17492, Vector Communications LTD.
202.126.214.138: 9381, HKBN Enterprise Solutions HK Limited
202.126.222.14: 9381, HKBN Enterprise Solutions HK Limited
202.126.95.201: 9484, Mobinet LLC. AS Mobinet Internet Service Provider
202.126.95.205: 9484, Mobinet LLC. AS Mobinet Internet Service Provider
202.126.95.211: 9484, Mobinet LLC. AS Mobinet Internet Service Provider
202.127.78.82: 4637, Telstra Global
202.129.1.122: 9931, The Communication Authoity of Thailand, CAT
202.129.1.126: 9931, The Communication Authoity of Thailand, CAT
202.129.1.6: 9931, The Communication Authoity of Thailand, CAT
202.129.206.169: 132300, NIPA TECHNOLOGY CO., LTD
202.129.32.117: 9931, The Communication Authoity of Thailand, CAT
202.129.33.230: 9931, The Communication Authoity of Thailand, CAT
202.129.59.178: 9931, The Communication Authoity of Thailand, CAT
202.131.236.138: 9484, Mobinet LLC. AS Mobinet Internet Service Provider
202.131.254.218: 9484, Mobinet LLC. AS Mobinet Internet Service Provider
202.133.212.238: 135600, Whiz Communications Pte Ltd
202.133.72.3: 134940, Faridabad Netcom Pvt. Ltd.
202.134.159.137: 132296, Seven Star Digital Network Private Limited
202.137.244.107: 55850, Mercury NZ Limited
202.137.98.22: 4826, Vocus Connect International Backbone
202.141.232.194: 9260, Multinet Pakistan Pvt. Ltd.
202.141.234.30: 9260, Multinet Pakistan Pvt. Ltd.
202.141.234.66: 9260, Multinet Pakistan Pvt. Ltd.
202.141.234.86: 9260, Multinet Pakistan Pvt. Ltd.
202.141.241.250: 9260, Multinet Pakistan Pvt. Ltd.
202.141.248.2: 9260, Multinet Pakistan Pvt. Ltd.
202.141.249.122: 9260, Multinet Pakistan Pvt. Ltd.
202.142.140.55: 4764, Aussie Broadband
202.142.144.180: 23750, GERRYS INFORMATION TECHNOLOGY PVT LTD.
202.142.173.50: 9260, Multinet Pakistan Pvt. Ltd.
202.142.176.134: 9260, Multinet Pakistan Pvt. Ltd.
202.142.182.138: 9260, Multinet Pakistan Pvt. Ltd.
202.142.189.138: 9260, Multinet Pakistan Pvt. Ltd.
202.142.195.157: Unknown
202.143.114.69: 38713, Broadband ISP, FTTH and Cable Service Provider
202.143.116.141: 38713, Broadband ISP, FTTH and Cable Service Provider
202.143.127.62: 38713, Broadband ISP, FTTH and Cable Service Provider
202.149.113.146: 7693, KSC Commercial Internet Co. Ltd.
202.151.213.222: 9534, Binariang Berhad
202.151.31.6: 45355, Digicel Fiji Limited
202.153.213.215: 4764, Aussie Broadband
202.153.83.129: 55944, Ooredoo Maldives Plc
202.155.242.18: 9381, HKBN Enterprise Solutions HK Limited
202.155.253.226: 9381, HKBN Enterprise Solutions HK Limited
202.156.39.2: 4657, StarHub Ltd
202.165.14.51: 18206, TM TECHNOLOGY SERVICES SDN. BHD.
202.165.14.89: 18206, TM TECHNOLOGY SERVICES SDN. BHD.
202.165.15.68: 18206, TM TECHNOLOGY SERVICES SDN. BHD.
202.165.16.128: 18206, TM TECHNOLOGY SERVICES SDN. BHD.
202.166.205.215: 17501, WorldLink Communications Pvt Ltd
202.166.206.105: 17501, WorldLink Communications Pvt Ltd
202.166.206.49: 17501, WorldLink Communications Pvt Ltd
202.168.67.2: 45410, ALLO TECHNOLOGY SDN. BHD.
202.169.19.55: 137549, Anycast Holdings Pty Ltd
202.169.26.174: 38278, Orient Telecoms Sdn. Bhd
202.175.118.130: 4609, Companhia de Telecomunicacoes de Macau SARL
202.181.213.59: 7540, HongKong Commercial Internet Exchange
202.183.189.34: 4750, CS LOXINFO PUBLIC COMPANY LIMITED
202.183.195.43: 4750, CS LOXINFO PUBLIC COMPANY LIMITED
202.183.195.46: 4750, CS LOXINFO PUBLIC COMPANY LIMITED
202.184.123.75: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.134.241: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.36.248: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.4.52: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.80.194: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.80.21: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.80.81: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.81.49: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.87.98: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.88.98: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.184.90.194: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.185.141.140: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.185.146.134: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.185.188.1: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.185.225.35: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.185.76.219: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.1.134: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.1.162: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.1.230: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.1.53: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.1.80: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.1.9: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.155.54: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.192.4: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.3.122: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.4.105: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.186.4.144: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.187.113.112: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.187.50.76: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.187.75.249: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.188.104.180: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.165.198: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.211.113: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.211.49: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.218.224: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.222.20: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.229.70: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.23.113: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.249.17: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.41.161: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.188.6.242: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
202.190.214.65: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.190.247.113: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
202.20.1.194: 24183, DTS LTD
202.21.103.139: 9484, Mobinet LLC. AS Mobinet Internet Service Provider
202.21.121.214: 9484, Mobinet LLC. AS Mobinet Internet Service Provider
202.22.239.44: 56055, Micro Logic Systems
202.28.213.130: 4621, Chulalongkorn University
202.29.20.4: 138547, Ubon Ratchathani Rajabhat University
202.29.219.110: 4621, Chulalongkorn University
202.29.22.249: 132879, Rajabhat Mahasarakham University
202.29.244.164: 4621, Chulalongkorn University
202.29.62.210: 4621, Chulalongkorn University
202.29.7.254: 4621, Chulalongkorn University
202.3.86.226: 56186, Digital Island Ltd
202.36.59.59: 64050, BGP Network Limited
202.37.144.58: 4770, ICONZ Ltd
202.4.115.225: 23956, AmberIT Limited
202.44.192.170: 4618, Internet Thailand Company Limited
202.44.214.89: 4618, Internet Thailand Company Limited
202.45.145.196: 45353, NITC: IT Agency of Government of Nepal
202.50.53.64: Unknown
202.52.117.136: 134078, NETPLUZ HOLDINGS PRIVATE LIMITED
202.53.49.2: 7545, TPG Telecom Limited
202.53.49.22: 7545, TPG Telecom Limited
202.53.49.62: 7545, TPG Telecom Limited
202.55.66.230: 18106, Viewqwest Pte Ltd
202.55.67.110: 18106, Viewqwest Pte Ltd
202.55.68.146: 18106, Viewqwest Pte Ltd
202.55.70.159: 18106, Viewqwest Pte Ltd
202.55.70.250: 18106, Viewqwest Pte Ltd
202.55.76.220: 18106, Viewqwest Pte Ltd
202.55.77.244: 18106, Viewqwest Pte Ltd
202.55.79.254: 18106, Viewqwest Pte Ltd
202.55.88.98: 18106, Viewqwest Pte Ltd
202.55.91.162: 18106, Viewqwest Pte Ltd
202.55.92.162: 18106, Viewqwest Pte Ltd
202.56.44.157: 55850, Mercury NZ Limited
202.56.82.34: 45960, YTL COMMUNICATIONS SDN BHD
202.56.94.194: 45960, YTL COMMUNICATIONS SDN BHD
202.59.90.187: 17563, Autonomous System Number for Nexlinx
202.60.196.145: 17887, T.C.C. Technology Co., Ltd.
202.60.204.29: 17887, T.C.C. Technology Co., Ltd.
202.63.156.216: 17547, M1 NET LTD
202.63.199.226: 38584, CubeXS Pvt Ltd, Internet Service Provider Pakistan
202.64.193.118: 9381, HKBN Enterprise Solutions HK Limited
202.65.147.170: 150008, Pioneer Elabs Ltd.
202.68.164.49: 17559, Spectrums Core Network
202.68.80.122: 24183, DTS LTD
202.68.80.241: 24183, DTS LTD
202.68.80.252: 24183, DTS LTD
202.69.40.155: 23750, GERRYS INFORMATION TECHNOLOGY PVT LTD.
202.69.68.26: 9381, HKBN Enterprise Solutions HK Limited
202.69.71.241: 9381, HKBN Enterprise Solutions HK Limited
202.69.73.114: 9381, HKBN Enterprise Solutions HK Limited
202.70.34.130: 17882, UNIVISION LLC
202.70.37.45: 17882, UNIVISION LLC
202.70.37.46: 17882, UNIVISION LLC
202.70.37.63: 17882, UNIVISION LLC
202.70.77.77: 23752, Nepal Telecommunications Corporation, Internet Services
202.74.161.102: 7604, Zettagrid Pty Ltd
202.74.193.211: 45177, Devoli
202.74.216.196: 45177, Devoli
202.74.241.228: 24323, aamra networks limited
202.75.154.107: 9534, Binariang Berhad
202.75.45.75: 17971, TM TECHNOLOGY SERVICES SDN. BHD.
202.77.29.210: 9269, Hong Kong Broadband Network Ltd.
202.78.234.7: 23860, Alliance Broadband Services Pvt. Ltd.
202.79.35.203: 17501, WorldLink Communications Pvt Ltd
202.79.49.54: 17501, WorldLink Communications Pvt Ltd
202.80.149.69: 38195, Superloop
202.82.174.25: 4515, HKT Limited
202.82.217.41: 4515, HKT Limited
202.83.244.98: 24334, Cyberport Hong Kong
202.84.44.227: 9230, Bangladesh Online Ltd.
202.86.185.74: 4609, Companhia de Telecomunicacoes de Macau SARL
202.87.109.118: 17666, Unit 13-4, Block F1
202.92.216.142: 56186, Digital Island Ltd
203.100.209.185: 18779, EGIHOSTING
203.100.8.10: 24436, University of Queensland
203.104.27.154: 7642, DHIVEHI RAAJJEYGE GULHUN PLC
203.104.30.67: 7642, DHIVEHI RAAJJEYGE GULHUN PLC
203.106.109.121: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.109.189: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.119.182: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.166.5: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.167.217: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.198.111: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.204.163: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.228.162: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.232.210: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.232.82: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.80.153: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.90.10: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.96.246: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.106.97.203: 4788, TM TECHNOLOGY SERVICES SDN. BHD.
203.109.144.95: 9500, One New Zealand Group Limited
203.109.151.143: 9500, One New Zealand Group Limited
203.109.194.145: 9500, One New Zealand Group Limited
203.109.232.182: 9500, One New Zealand Group Limited
203.109.233.228: 9500, One New Zealand Group Limited
203.109.248.248: 9500, One New Zealand Group Limited
203.109.81.161: 18207, YOU Broadband & Cable India Ltd.
203.109.95.91: 18207, YOU Broadband & Cable India Ltd.
203.111.27.234: 7545, TPG Telecom Limited
203.113.100.99: 131293, TOT Public Company Limited
203.113.116.46: 131293, TOT Public Company Limited
203.113.96.146: 131293, TOT Public Company Limited
203.114.123.134: 131293, TOT Public Company Limited
203.114.71.19: 38794, UIH
203.116.38.30: 4657, StarHub Ltd
203.117.144.98: 4657, StarHub Ltd
203.118.130.189: 9500, One New Zealand Group Limited
203.118.133.67: 9500, One New Zealand Group Limited
203.118.135.73: 9500, One New Zealand Group Limited
203.118.135.79: 9500, One New Zealand Group Limited
203.118.145.20: 9500, One New Zealand Group Limited
203.118.156.42: 9500, One New Zealand Group Limited
203.118.157.99: 9500, One New Zealand Group Limited
203.118.57.171: 4657, StarHub Ltd
203.121.21.60: 9930, TIME dotCom Berhad No. 14, Jalan Majistret U126 Hicom Glenmarie Industrial Park 40150 Shah Al
203.122.57.122: 10029, SHYAM SPECTRA PVT LTD
203.125.19.140: 3758, SingNet
203.125.206.38: 3758, SingNet
203.125.215.218: 3758, SingNet
203.125.225.58: 3758, SingNet
203.125.225.97: 3758, SingNet
203.125.235.18: 3758, SingNet
203.125.240.254: 3758, SingNet
203.125.35.114: 3758, SingNet
203.125.38.242: 3758, SingNet
203.125.39.58: 3758, SingNet
203.125.47.65: 3758, SingNet
203.125.70.106: 3758, SingNet
203.125.97.33: 3758, SingNet
203.126.119.210: 3758, SingNet
203.126.176.205: 3758, SingNet
203.126.42.161: 3758, SingNet
203.126.42.246: 3758, SingNet
203.126.98.178: 3758, SingNet
203.127.46.122: 3758, SingNet
203.127.61.38: 3758, SingNet
203.130.131.18: 7616, JasTel Network
203.130.134.235: 7616, JasTel Network
203.142.38.58: 24028, REDtone
203.142.38.60: 24028, REDtone
203.143.41.162: 5087, Lanka Communication Services
203.144.139.253: 7470, TRUE INTERNET Co.,Ltd.
203.144.240.194: 7470, TRUE INTERNET Co.,Ltd.
203.144.250.66: 7470, TRUE INTERNET Co.,Ltd.
203.145.138.78: 9498, BHARTI Airtel Ltd.
203.146.245.130: 4750, CS LOXINFO PUBLIC COMPANY LIMITED
203.147.14.73: 7616, JasTel Network
203.149.67.226: 17766, Nexon Asia Pacific Pty Ltd
203.149.70.61: 17766, Nexon Asia Pacific Pty Ltd
203.149.71.100: 17766, Nexon Asia Pacific Pty Ltd
203.149.71.151: 17766, Nexon Asia Pacific Pty Ltd
203.149.71.211: 17766, Nexon Asia Pacific Pty Ltd
203.149.71.240: 17766, Nexon Asia Pacific Pty Ltd
203.149.71.246: 17766, Nexon Asia Pacific Pty Ltd
203.150.233.65: 4618, Internet Thailand Company Limited
203.150.24.34: 4618, Internet Thailand Company Limited
203.150.245.56: 4618, Internet Thailand Company Limited
203.151.225.117: 4618, Internet Thailand Company Limited
203.151.83.131: 4618, Internet Thailand Company Limited
203.153.193.238: 9336, Spirit Telecom Australia Pty Ltd
203.153.194.86: 9336, Spirit Telecom Australia Pty Ltd
203.153.198.220: 9336, Spirit Telecom Australia Pty Ltd
203.153.200.146: 9336, Spirit Telecom Australia Pty Ltd
203.153.200.98: 9336, Spirit Telecom Australia Pty Ltd
203.153.205.194: 9336, Spirit Telecom Australia Pty Ltd
203.153.205.54: 9336, Spirit Telecom Australia Pty Ltd
203.156.150.18: 55423, JasTel Network
203.156.159.5: 7616, JasTel Network
203.156.199.233: 4812, China Telecom Group
203.156.29.26: 7616, JasTel Network
203.157.71.250: 9649, Information Technology Office
203.161.115.142: 4826, Vocus Connect International Backbone
203.164.100.79: 4804, Microplex PTY LTD
203.166.221.166: 63981, 43F, AIA Tower, 183 Electric Road, North Point, Hong Kong
203.167.250.162: 4768, One New Zealand Group Limited
203.169.47.69: 17975, AS # for peering purpose with IX and ISP.
